name,club,position,price_current,availibility_status,availibility_last_changed,availibility_percentage,price_last_changed,price_change_amount
Leno,ARS,GKP,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0600,0
Rúnarsson,ARS,GKP,4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0601,0
Willian,ARS,MID,6.3,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0602,-0.2
Aubameyang,ARS,FWD,9.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0603,0.1
Cédric,ARS,DEF,4.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0604,0.2
Lacazette,ARS,FWD,8.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0605,-0.1
Xhaka,ARS,MID,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0606,-0.2
Marí,ARS,DEF,4.2,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0607,0.2
Bellerín,ARS,DEF,4.8,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0608,-0.2
Chambers,ARS,DEF,4.2,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0609,0.2
Kolasinac,ARS,DEF,4.3,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0610,-0.2
Elneny,ARS,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0611,-0.1
Maitland-Niles,ARS,MID,5.2,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0612,0.2
Holding,ARS,DEF,4.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0613,0.1
Partey,ARS,MID,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0614,0
Tierney,ARS,DEF,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0615,-0.2
Pépé,ARS,MID,6.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0616,-0.1
Torreira,ARS,MID,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0617,0
Nketiah,ARS,FWD,5.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0618,-0.1
Smith Rowe,ARS,MID,6.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0619,0.1
Saka,ARS,MID,6.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0620,-0.2
Gabriel,ARS,DEF,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0621,-0.2
Mavropanos,ARS,DEF,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0622,0
Guendouzi,ARS,MID,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0623,0
Martinelli,ARS,MID,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0624,-0.2
Saliba,ARS,DEF,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0625,0
White,ARS,DEF,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0626,0
Tavares,ARS,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0627,-0.2
Sambi Lokonga,ARS,MID,4.8,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0628,-0.2
Balogun,ARS,FWD,4.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0629,0.2
Nelson,ARS,MID,5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0630,0
Hein,ARS,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0631,0
Ødegaard,ARS,MID,5.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0632,0.1
Ramsdale,ARS,GKP,5.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0633,0.1
Okonkwo,ARS,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0634,0
Tomiyasu,ARS,DEF,4.8,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0635,-0.2
Steer,AVL,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0636,0
Hourihane,AVL,MID,4.9,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0637,-0.1
Martínez,AVL,GKP,5.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0638,0
Engels,AVL,DEF,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0639,0
Traoré,AVL,MID,5.7,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0640,0.2
Sanson,AVL,MID,5,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0641,0
McGinn,AVL,MID,5.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0642,-0.1
Hause,AVL,DEF,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0643,-0.1
Trézéguet,AVL,MID,5.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0644,-0.1
Mings,AVL,DEF,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0645,0
Targett,AVL,DEF,4.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0646,0.2
Watkins,AVL,FWD,7.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0647,-0.1
Nakamba,AVL,MID,4.5,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0648,0
El Ghazi,AVL,MID,5.6,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0649,0.1
Buendía,AVL,MID,6.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0650,0.2
Cash,AVL,DEF,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0651,0
Konsa,AVL,DEF,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0652,-0.1
Guilbert,AVL,DEF,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0653,0
Wesley,AVL,FWD,5.4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0654,-0.1
Samatta,AVL,FWD,5.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0655,0
Davis,AVL,FWD,4.5,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0656,0
Douglas Luiz,AVL,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0657,0
Ramsey,AVL,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0658,0
Young,AVL,DEF,4.7,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0659,0.2
Tuanzebe,AVL,DEF,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0660,-0.1
Ings,AVL,FWD,7.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0661,0.2
Bailey,AVL,MID,6.3,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0662,-0.2
Ramsey,AVL,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0663,-0.1
Philogene-Bidace,AVL,MID,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0664,0
Chukwuemeka,AVL,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0665,0
Archer,AVL,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0666,0
Sinisalo,AVL,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0667,0
Bogarde,AVL,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0668,0
Iroegbunam,AVL,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0669,0
Marschall,AVL,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0670,0
Jansson,BRE,DEF,4.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0671,0.1
Nørgaard,BRE,MID,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0672,0
Toney,BRE,FWD,6.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0673,0.1
Fosu,BRE,MID,5.1,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0674,0.1
Raya,BRE,GKP,4.4,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0675,-0.1
Canós,BRE,MID,5.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0676,0
Dasilva,BRE,MID,5.3,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0677,-0.2
Henry,BRE,DEF,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0678,0
Janelt,BRE,MID,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0679,0
Ghoddos,BRE,MID,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0680,-0.2
Jensen,BRE,MID,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0681,-0.1
Goode,BRE,DEF,3.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0682,-0.1
Forss,BRE,FWD,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0683,-0.2
Roerslev,BRE,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0684,-0.2
Sørensen,BRE,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0685,-0.2
Pinnock,BRE,DEF,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0686,0
Balcombe,BRE,GKP,4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0687,0
Zamburek,BRE,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0688,-0.1
Gunnarsson,BRE,GKP,3.9,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0689,-0.1
Dervişoğlu,BRE,FWD,5.4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0690,-0.1
Mbeumo,BRE,MID,5.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0691,-0.1
Bidstrup,BRE,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0692,-0.1
Onyeka,BRE,MID,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0693,-0.1
Ajer,BRE,DEF,4.4,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0694,-0.1
Thompson,BRE,DEF,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0695,-0.1
Baptiste,BRE,MID,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0696,-0.1
Wissa,BRE,MID,5.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0697,-0.1
Fernández,BRE,GKP,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0698,0
Stevens,BRE,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0699,0
Zanka,BRE,DEF,4.5,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0700,0
Maghoma,BRE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0701,0
Cox,BRE,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0702,0
Haygarth,BRE,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0703,0
Young-Coombes,BRE,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0704,0
Lallana,BHA,MID,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0705,-0.2
Steele,BHA,GKP,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0706,0
Groß,BHA,MID,5.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0707,-0.2
Duffy,BHA,DEF,4.1,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0708,0.1
Pröpper,BHA,MID,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0709,0
Burn,BHA,DEF,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0710,-0.1
Dunk,BHA,DEF,4.9,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0711,-0.1
March,BHA,MID,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0712,-0.2
Webster,BHA,DEF,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0713,-0.1
Veltman,BHA,DEF,4.2,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0714,0.2
Maupay,BHA,FWD,6.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0715,-0.1
Trossard,BHA,MID,6.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0716,0.2
Ryan,BHA,GKP,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0717,0
Jahanbakhsh,BHA,MID,5.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0718,0
Bernardo,BHA,DEF,4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0719,0
Sánchez,BHA,GKP,4.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0720,0.1
Bissouma,BHA,MID,4.4,Suspended,Jan 04 2022 21:08:53 GMT+0600,FALSE,Jan 04 2022 21:08:53 GMT+0721,-0.1
Lamptey,BHA,DEF,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0722,0
Connolly,BHA,FWD,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0723,-0.2
Alzate,BHA,MID,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0724,-0.2
Mac Allister,BHA,MID,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0725,-0.2
Moder,BHA,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0726,0
Welbeck,BHA,FWD,5.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0727,-0.1
Mwepu,BHA,MID,5.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0728,-0.1
Scherpen,BHA,GKP,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0729,0
Andone,BHA,FWD,5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0730,0
Zeqiri,BHA,FWD,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0731,0
Karbownik,BHA,DEF,4,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0732,0
Richards,BHA,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0733,0
Caicedo,BHA,MID,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0734,0
Roberts,BHA,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0735,0
Cucurella,BHA,DEF,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0736,0
Locadia,BHA,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0737,0
Sarmiento,BHA,MID,4.5,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0738,0
Turns,BHA,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0739,0
Leonard,BHA,MID,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0740,0
Ferguson,BHA,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0741,0
Tarkowski,BUR,DEF,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0742,-0.1
Bardsley,BUR,DEF,3.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0743,-0.1
Pieters,BUR,DEF,4.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0744,0.2
Cork,BUR,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0745,-0.1
Stephens,BUR,MID,4.4,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0746,-0.1
Long,BUR,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0747,0
Rodriguez,BUR,FWD,5.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0748,0.2
Barnes,BUR,FWD,5.2,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0749,0.2
Mee,BUR,DEF,4.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0750,-0.2
Westwood,BUR,MID,5.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0751,-0.2
Gudmundsson,BUR,MID,5.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0752,-0.1
Wood,BUR,FWD,6.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0753,0.2
Lowton,BUR,DEF,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0754,-0.1
Vydra,BUR,FWD,5.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0755,0.2
Pope,BUR,GKP,5.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0756,-0.1
Taylor,BUR,DEF,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0757,-0.1
Norris,BUR,GKP,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0758,-0.1
Brownhill,BUR,MID,4.4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0759,-0.1
Benson,BUR,MID,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0760,0
Peacock-Farrell,BUR,GKP,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0761,0
McNeil,BUR,MID,5.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0762,0.2
Collins,BUR,DEF,4.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0763,-0.2
Hennessey,BUR,GKP,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0764,0
Richardson,BUR,FWD,4.5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0765,0
Thomas,BUR,DEF,4,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0766,0
Dodgson,BUR,DEF,3.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0767,-0.1
Lennon,BUR,MID,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0768,-0.1
Cornet,BUR,MID,5.9,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0769,-0.1
Roberts,BUR,DEF,4.5,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0770,0
Azpilicueta,CHE,DEF,5.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0771,0.2
Giroud,CHE,FWD,6.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0772,0
Thiago Silva,CHE,DEF,5.6,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0773,0.1
Alonso,CHE,DEF,5.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0774,0.2
Jorginho,CHE,MID,5.8,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0775,-0.2
Barkley,CHE,MID,5.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0776,0.2
Kovacic,CHE,MID,5,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0777,0
Batshuayi,CHE,FWD,5.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0778,0
Rüdiger,CHE,DEF,6.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0779,0.2
Arrizabalaga,CHE,GKP,4.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0780,0.2
Kanté,CHE,MID,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0781,-0.1
Ziyech,CHE,MID,7.3,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0782,-0.2
Loftus-Cheek,CHE,MID,5.4,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0783,-0.1
Christensen,CHE,DEF,4.7,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0784,0.2
Werner,CHE,FWD,8.6,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0785,0.1
Chilwell,CHE,DEF,5.6,Injured,Jan 04 2022 21:08:53 GMT+0600,50,Jan 04 2022 21:08:53 GMT+0786,0.1
Abraham,CHE,FWD,6.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0787,0
Pulisic,CHE,MID,7.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0788,-0.1
Mount,CHE,MID,7.7,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0789,0.2
Ampadu,CHE,DEF,4.5,NotAvail,Jan 04 2022 21:08:53 GMT+0600,0,Jan 04 2022 21:08:53 GMT+0790,0
Hudson-Odoi,CHE,MID,5.3,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0791,-0.2
Havertz,CHE,MID,7.8,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0792,-0.2
James,CHE,DEF,6.3,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0793,-0.2
Mendy,CHE,GKP,6.2,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0794,0.2
Sarr,CHE,DEF,4.9,Available,Jan 04 2022 21:08:53 GMT+0600,100,Jan 04 2022 21:08:53 GMT+0795,-0.1
Chalobah,CHE,DEF,4.7,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0796,0.2
Lukaku,CHE,FWD,11.5,Doubtful,Jan 04 2022 21:08:53 GMT+0600,75,Jan 04 2022 21:08:53 GMT+0797,0
